AssignmentId,Answer.box1.on,Answer.box10.on,Answer.box11.on,Answer.box12.on,Answer.box2.on,Answer.box3.on,Answer.box4.on,Answer.box5.on,Answer.box6.on,Answer.box7.on,Answer.box8.on,Answer.box9.on,Answer.sentence1,Answer.sentence2,Answer.sentence3,Answer.sentence4,Answer.sentence5
3HQUKB7LNQZ1K06YVGUNQMXCZL5HHO,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3HUTX6F6V587XRP3G8M6NROBMP22OI,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3HYA4D45224DRECAH53G0XFXUM5F2Z,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that fido barks.,I'll work it if l can.,An evil thought struck Dave.,John lay the ball in the box.
3I0BTBYZA86CVVQR78RQ6UTY30V0YJ,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3I0BTBYZA86CVVQR78RQ6UTY3Z70YT,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An thought struck Dave.,John lay the ball in the box.
3I33IC7ZWQNIVNV26PHOMW46X7RA2I,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3I33IC7ZWQNIVNV26PHOMW46XLWA2F,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,The tub leaked water,It annoys me that Fido barks,I'll work on it if I can,An evil thought struck Dave,John law the ball in the box
3IAEQB9FMP525AWL4JXX04S1MJ0DWQ,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil through struck Dave.,John lay the ball in the box.
3IJXV6UZ184E5PVLX3O2420XM68RIC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,the water leaked tub.,it that me annoys fido barks,if i can will work on it.,an stuck thoght evil dave.,john  ball lay in the bax.
3IUZPWIU1ZSAJG2VW0JK4HNR5O1WKH,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3J4Q2Z4UT9OWUJ0Q953H03Z050TQWG,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3JZQSN0I31V368KHGKO5219Y4AXGFG,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3K5TEWLKG6W6YWC26NTC5ZP07CDIVO,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3K5TEWLKG6W6YWC26NTC5ZP07COVIC,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,Jay lay the ball in the box.
3K9FOBBF2S4VGSBZPZ4YNYNF2I2LNV,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if i can.,An evil thought struck Dave.,John lay the ball in the box.
3KIBXJ1WDGF2E7TT5ESANNA52M1OKW,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3KIBXJ1WDGF2E7TT5ESANNA53NMKOG,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3KJYX6QCMKW2T7W8O5ECH040JQYVJ6,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3KRVW3HTZY6C2NLPX7MZM5CAPRWSMM,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3L0KT67Y8P1CW4A3GAAAG0ZHXQ1SYG,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3L0KT67Y8P1CW4A3GAAAG0ZHXQESYT,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water,It annoys me that Fido barks,I'll work on it if I can,An evil thought struck Dave,John lay the ball in the box
3L70J4KAZR75YXTI3E15IFVATW2AD8,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3L70J4KAZR75YXTI3E15IFVAU23ADM,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if i can.,An evil thought struck Dave.,John lay the ball in the box.
3L70J4KAZR75YXTI3E15IFVAUAGDAI,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,Am evil thought struck Dave.,John lay the ball in the box.
3LBXNTKX02G5RKOU28OHGRNI4Y8X9Z,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3LJ7UR74RSYZIK4EJ75H1HL4GR9N4W,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3LO69W1SUEYP60UD2VR3XEEI124LG3,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,The tub leaked water.,It annoys me that Fido barks,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3LPW2N6LK4NU9TSNUD0DK4JCNIV5U6,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3LS2AMNW5QBOPAROIJC7J9ME1STOQO,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3M0NZ3JDPCJBVSMX00ZL1WYRQGV5ZD,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3M23Y66PODSADK0XARFIX9FOZHUS65,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3M81GAB8AB446G2FEE7LDPMFUTDBQA,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3MB8LZR5BQEU8MQWSMCIV66B8YVLKA,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,The tub leaked water,It annoys me that Fido barks,I'll work on it if I can,An evil thought struck Dave,John lay the ball in the box
3MD9PLUKKTZFLHS340V7VDYDHMHNZD,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water,It annoys me that Fido barks,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3N4BPTXIOJDXRCDQ104JMT2UK8DKUT,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3NL0RFNU0Q8YAEJBMUD19P40LV5K4M,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3NPFYT4IZNPK6UB2GEUR889579SXGA,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,The tube leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3NQL1CS152TSOWR7A5FFRNJOXVZVYV,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3OF2M9AATR9EDB707N3R3LH9MQBKZ1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3OONKJ5DKN41L4PZZ1FHOKRFFS0BO7,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John la the ball in the box.
3OVR4I9US04KLHH6ZZXY5BG9L204Q4,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks,I'll work on it if I can,An evil thought struck Dave,John lay the ball in the box
3PEIJLRY64EG3G12VJY9UBVT1XJXWA,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil though stuck Dave.,John lay the ball in the box.
3PEIJLRY64EG3G12VJY9UBVT20XWXU,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3PMBY0YE2IOHOMDZBCSU2E283F0C9Q,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if i can.,An evil thought struck Dave.,John lay the ball in the box.
3PXX5PX6L8JCJ0VYPIAZNP7AQBPAB0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water,It annoys me that Fido barks,I'll work on it if I can,An evil thought struck Dave,John lay the ball in the box
3PZDLQMM0466O2S0Q3DFSRUUX982C6,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,john lay the ball in the box.
3QHK8ZVMIX3TFJM2M9ZPW3NLL3ZLB1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the Box.
3QUO65DNQ59GH3Y5ZSWCTAJ34DPUOP,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,The tube leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3R08VXYT7NGMO1VBD6UB0CI5Z47W7H,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3R0T90IZ13XW3W07PIY4UVOV6R2CGL,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3R0T90IZ13XW3W07PIY4UVOV7SSCGE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3R6P78PK7VWDPD2IB4TUJ5OZUD2GT8,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3R9WASFE2A13XPFM6CCUN8P4FV0FZ3,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,The tub leaked water,It annoys me that Fido barks,I'll work on it if I can,An evil thought struck Dave,John iay the ball in the box
3RU7GD8VPZEINQI2PNER3965UM2PSQ,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3RUIQRXJBM95SS8EDMOJA6JQXLLLL8,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3RYC5T2D7EE6MBIPAYEMDZ197JRPR7,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3RYC5T2D7EE6MBIPAYEMDZ197JYRPG,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can,An evil thought struck Dave.,John lay the ball in the box.
3S3AMIZX35QTRCQGNSXWOALYU2CCD8,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3S3AMIZX35QTRCQGNSXWOALYUDICD0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Teh tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3SB5N7Y3OEPC945RD25KZUMUX250GG,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3SITXWYCN6UOFD3R0S2D7XI8S6YBXQ,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,The tub leaded water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3STRJBFXO7CIRZY11VE9HXGS2VZKTY,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3TPZPLC3MBXE39XNZ8DQV1YT15L3PR,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3TYCR1GOTN4PXHPISNFSILUOBQALZZ,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if i can.,An evil thought struck Dave.,John lay the ball in the box.
3U84XHCDINYTZ9IXMVGBW4SDP4LZ4Q,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3U8YCDAGX013MTZ5GYAWT8QW3PDQ00,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3U8YCDAGX013MTZ5GYAWT8QW3PI0QF,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3UOUJI6MTOZ3BCCX0JJ8CNAWGH4XU7,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3UOUJI6MTOZ3BCCX0JJ8CNAWHI6XUC,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,The tub leaked water,It annoys me that Fido baks.,I'll work on it if I can.,An evil thought stuck Dave.,John lay the ball in the box.
3URFVVM16G3SG7CC117T98Q7PI5ZUC,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3V26SBZTBOZ9266M7O61Q05MR7BZZ6,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3VFJCI1K4AK09YPQ7FOZJQNH7T8GR1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3VFJCI1K4AK09YPQ7FOZJQNH7VFRGN,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave,John lay the ball in the box
3VSOLARPKMUTBMHGIJHT9BYEW1V93U,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3W2LOLRXLM05BKL9X69EHIFAD9LRK8,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3W2LOLRXLM05BKL9X69EHIFAEBBKRW,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3WAKVUDHU719WX66I6FAIOX8FR4U7V,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil though struck Dave.,John lay the ball in the box.
3WEV0KO0OXD9YTFCKENW3FPGG3ZDS0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3WI0P0II6CDXXEFZ5PNRD5KKT0WRD3,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3WI0P0II6CDXXEFZ5PNRD5KKU7BRDX,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that fido barks.,I'll work on it if I can .,An evil thought struck Dave.,John lay the ball in the box.
3WJ1OXY92L1TH2XRM6QPWNH9I5T8AO,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3WJEQKOXAJNB62D6NLHAHDU14ZYA1H,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John laid the ball in the box.
3WLEIWSYHZ2X5A3GCVRG3IRAA642HG,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3WMINLGALMOVT5N43I6UY9DS9Z3ACS,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3WQQ9FUS6LFY0C2JSKQLRY1F1O1B8C,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,the water leaked tub.,it that me annoys fido barks,if i can will work on it.,an stuck thoght evil dave.,john  ball lay in the bax.
3WS1NTTKE9X6V49W2IZ2H9MIWN50FH,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3WYP994K1IC796C69X77FV3PF1R6YV,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water,It annoys me that Fido barks,I'll work on it if I can,An evil thought struck Dave,John lay the ball in the box
3X0H8UUITC987ZF319SMV3E1NJIWS5,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tube leaked water.,It annoys me that Fibo barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3X0H8UUITC987ZF319SMV3E1NLRSWE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3XCC1ODXDWWRMNJ4ABTBD4RJCFIQR4,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3XXU1SWE8XGBZDSOR2DA38BR08UA0J,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3Y4W8Q93LA5PQLWGE9S1E29NF7DVD7,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,the water leaked tub.,it that me annoys fido barks,if i can will work on it.,an stuck thoght evil dave.,john  ball lay in the bax.
3Y4W8Q93LA5PQLWGE9S1E29NF89VD5,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,The tub leaked water,It annoys me that Fido barks,I'll work on it if I can,An evil thought struck Dave,John lay the ball in the box
3Y9N9SS8L9W5ECUXUZMVV7H4NMA3D5,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3YDTZAI2W81W4DXPEK7J4A81CP214X,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
